molecule_chembl_id,canonical_smiles,standard_value
CHEMBL287169,COc1cc2c(Sc3cc(OC)c(OC)c(OC)c3)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2cc1OC,2.0
CHEMBL2304017,CSC(C)(C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2c(C#N)[nH]c3ccccc23)NC(=O)[C@@H](C(C)C)NC1=O,6200.0
CHEMBL123305,CCCc1cccc(CCC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,12.0
CHEMBL10143,CC(C)Oc1c(C(=O)O)sc2ccc(OCc3ccccc3)cc12,6000.0
CHEMBL331625,CCc1cccc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OCCOC)cc1,4200.0
CHEMBL27911,COc1cccc(Sc2c(C(=O)O)sc3ccccc23)c1,5900.0
CHEMBL339657,CCc1cccc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,45.0
CHEMBL110053,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CCN1CCCC1=O,0.17
CHEMBL332231,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2cccc(C)c2C)cc1,16.0
CHEMBL28920,COc1cc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc4c(cc23)OCO4)cc(OC)c1OC,7.0
CHEMBL2304006,O=C(O)C[C@H]1NC(=O)[C@H](Cc2c(Br)[nH]c3ccccc23)NC(=O)[C@@H](C2CC2)NC(=O)[C@H](C2CCCC2)NC(=O)[C@@H]2CCCN2C1=O,8.6
CHEMBL332627,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(C(C)C)cccc2C(C)C)cc1,920.0
CHEMBL109778,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CCc1ccccn1,0.29
CHEMBL109926,C/C=C\C(C)(C)C[C@H]1[C@H](C(=O)O)[C@@H](c2cc(OC)c3c(c2)OCO3)CN1CC(=O)N(CCCC)CCCC,0.29
CHEMBL331758,CCc1cc(C(=O)O)cc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,840.0
CHEMBL28779,O=C(O)c1c(Sc2ccc3c(c2)OCO3)c2ccccc2n1Cc1ccc2c(c1)OCO2,380.0
CHEMBL122111,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2cc(C)ccc2C)cc1,33.0
CHEMBL281451,COc1cccc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc(OC)c(OCc4ccccc4)cc23)c1,81.0
CHEMBL435185,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(C)cccc2C(C)C)cc1,100.0
CHEMBL285368,COc1cccc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc(OC)c(OC)cc23)c1,20.0
CHEMBL28188,COc1cccc(Sc2c(C(=O)O)n(Cc3ccccc3)c3cc(OC)c(OC)cc23)c1,160.0
CHEMBL322537,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CCn1cccn1,1.06
CHEMBL416570,COc1cccc(Sc2c(C(=O)O)n(Cc3cc(OC)c4c(c3)OCO4)c3cc(OC)c(OC)cc23)c1,58.0
CHEMBL331767,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(C)cccc2C)cc1,33.0
CHEMBL282398,CCCOc1ccc2c(Sc3cccc(OC)c3)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2c1,590.0
CHEMBL283858,COc1ccc(Sc2c(C(=O)O)n(Cc3cc(OC)c4c(c3)OCO4)c3cc4c(cc23)OCO4)cc1OC,170.0
CHEMBL266594,CCCN(C)C(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,21.3
CHEMBL332387,CCc1cccc(OC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,200.0
CHEMBL2370534,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]1CCCCNC(=O)CC[C@@H](NC(=O)[C@H](CCCC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](N)Cc2ccccc2)C(C)C)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](C)C(=O)N1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(N)=O)[C@@H](C)CC)[C@@H](C)CC,18.0
CHEMBL8923,CCCCN(CCCC)C(=O)CN1CC(c2ccc3c(c2)OCO3)C(C(=O)O)C1c1ccc(OC)cc1,0.11
CHEMBL333972,CCc1cc(F)cc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,22.0
CHEMBL331066,CCc1cccc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(CCOC)cc1,11000.0
CHEMBL282426,COc1cccc(Sc2c(C(=O)O)n(Cc3cc(OC)c4c(c3)OCO4)c3cc4c(cc23)OCO4)c1,380.0
CHEMBL2304015,Cc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@@H](C2CC2)NC(=O)[C@H](C2CCCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC1=O,2.9
CHEMBL123077,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2cc(C)cc(C)c2)cc1,160.0
CHEMBL435385,CCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1,340.0
CHEMBL323951,C/C=C\C(C)(C)C[C@H]1[C@H](C(=O)O)[C@@H](c2ccc3c(c2)OCO3)CN1CC(=O)N(CCCC)CCCC,1.0
CHEMBL9139,CCCN(CCC)C(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,0.55
CHEMBL307936,CSCCC(NC(=O)[C@@H](Cc1c(C)[nH]c2ccccc12)NC(=O)C(NC(=O)N1[C@@H](C)CCC[C@H]1C)C1CC1)C(=O)O,3.0
CHEMBL267695,CCCCN(C)C(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,4.88
CHEMBL29147,COc1cc2c(Sc3ccc4c(c3)OCO4)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2cc1OCc1ccccc1,620.0
CHEMBL435568,COc1cc2c(Sc3cc(OC)c(OC)c(OC)c3)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2cc1OCc1ccccc1,2500.0
CHEMBL28948,COc1cccc(Sc2c(C(=O)O)n(Cc3ccccc3)c3ccccc23)c1,4600.0
CHEMBL28563,COc1ccc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc4c(cc23)OCO4)cc1OC,41.0
CHEMBL73925,CCCCC(NC(=O)[C@@H](Cc1c(Br)[nH]c2ccccc12)NC(=O)C(NC(=O)N1[C@@H](C)CCC[C@H]1C)C1CC1)C(=O)O,13.0
CHEMBL9334,CCCCN(CCC)C(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,0.81
CHEMBL333009,CCc1cccc(CC)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC(C)C)cc1,1500.0
CHEMBL27732,COc1cc2c(Sc3ccc4c(c3)OCO4)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2cc1OC,5.0
CHEMBL122832,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(OC)cccc2OC)cc1,16.0
CHEMBL283648,COc1cccc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3ccccc23)c1,86.0
CHEMBL285380,COc1cccc(Sc2c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c3cc(OCc4ccccc4)c(OC)cc23)c1,20000.0
CHEMBL421073,CCc1cccc(C)c1NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,15.0
CHEMBL420729,CCc1cc(CC)c(NC(=O)CN2C[C@H](c3ccc4c(c3)OCO4)[C@@H](C(=O)O)[C@@H]2c2ccc(OC)cc2)c(CC)c1,10.0
CHEMBL432974,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC,0.29
CHEMBL417978,O=C1OC(O)(c2ccc3c(c2)OCO3)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2,19.0
CHEMBL10781,COc1ccc(C2(O)OC(=O)C(c3cc(OC)c4c(c3)OCO4)=C2Cc2cc(OC)c(OC)c(OC)c2)cc1,0.5
CHEMBL173557,Cc1noc(NS(=O)(=O)c2sccc2COc2ccc3c(c2)OCO3)c1Br,513.0
CHEMBL10922,COc1ccc(C(=O)/C(Cc2cc(OC)c(OC)c(OC)c2)=C(\C(=O)[O-])c2ccc3c(c2)OCO3)cc1C.[Na+],0.98
CHEMBL274307,COc1ccc(C2(O)OC(=O)C(c3cccc(OC)c3)=C2Cc2ccccc2)cc1,90.0
CHEMBL275559,COc1ccc(C2(O)OC(=O)C(c3cc(OC)c4c(c3)OCO4)=C2Cc2ccccc2)cc1C,8.2
CHEMBL276018,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc([N+](=O)[O-])c2)cc1,70.0
CHEMBL10676,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc(C(F)(F)F)c2)cc1,43.0
CHEMBL417067,CCOc1cc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)cc(OCC)c1OCC,0.12
CHEMBL273948,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCCC2)cc1,13.0
CHEMBL10905,COc1ccc(C(=O)/C(Cc2ccc(NC(C)=O)cc2)=C(\C(=O)[O-])c2ccc3c(c2)OCO3)cc1.[K+],4.9
CHEMBL269409,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc3ccccc23)cc1,18.0
CHEMBL10919,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCCCC2)cc1,35.0
CHEMBL11369,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)c(OC)c(OC)c2)cc1C,0.5
CHEMBL369359,Cc1ccc(OCc2ccsc2S(=O)(=O)Nc2onc(C)c2Br)cc1,1640.0
CHEMBL11341,O=C1OC(O)(c2ccc(OCc3ccccc3)cc2)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2,950.0
CHEMBL10636,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(SC)cc2)cc1,3.9
CHEMBL367024,Cc1cc(C)c(OCc2sccc2S(=O)(=O)Nc2onc(C)c2Br)c(C)c1,62.0
CHEMBL11152,COc1ccc(C2OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,700.0
CHEMBL276639,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc3c(c2)OCO3)cc1,16.0
CHEMBL173805,Cc1ccc(OCc2ccsc2S(=O)(=O)Nc2onc(C)c2Br)c(C)c1,346.0
CHEMBL10622,COC(=O)c1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,400.0
CHEMBL10744,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(O)cc2)cc1,8.0
CHEMBL10819,COc1ccc(C2(O)OC(=O)C(c3cc(OC)c(OC)c(OC)c3)=C2Cc2ccccc2)cc1,1300.0
CHEMBL172538,Cc1ccc(OCc2sccc2S(=O)(=O)Nc2onc(C)c2Br)cc1,1200.0
CHEMBL268480,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(OC)c(OC)c2)cc1,1.4
CHEMBL276601,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc3c2CCc2ccccc2C3=O)cc1,16000.0
CHEMBL269461,COc1ccccc1C1(O)OC(=O)C(c2ccc3c(c2)OCO3)=C1Cc1ccccc1,480.0
CHEMBL10697,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(NC(C)=O)cc2)cc1,1.2
CHEMBL11106,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)c3c(c2)OCO3)cc1,14.0
CHEMBL11082,COc1ccc(C2(OC)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)c(OC)c(OC)c2)cc1,600.0
CHEMBL10589,COc1cc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc(OC)c1OC,25.0
CHEMBL10607,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc(OC)c2)cc1,3.0
CHEMBL11345,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(-c3ccccc3)cc2)cc1,200.0
CHEMBL11174,O=C1OC(O)(c2ccc(C(=O)O)cc2)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2,25000.0
CHEMBL10794,COc1ccc(C2(O)OC(=O)C(c3cc(OC)c4c(c3)OCO4)=C2Cc2ccccc2)cc1,6.7
CHEMBL11176,COC(=O)c1cccc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)c1,8.5
CHEMBL269453,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc3ccccc3c2)cc1,14.0
CHEMBL10910,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccnc2)cc1,40.0
CHEMBL273951,CCC1=C(c2ccc3c(c2)OCO3)C(=O)OC1(O)c1ccc(OC)cc1,320.0
CHEMBL10832,COc1ccc(C(=O)/C(Cc2ccc(OC)c(OC)c2OC)=C(\C(=O)[O-])c2ccc3c(c2)OCO3)cc1.[Na+],1.1
CHEMBL10834,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)c(OC)c1,13.0
CHEMBL10635,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc3c(c2)OCCO3)cc1,7.5
CHEMBL10915,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc(C(=O)O)c2)cc1,50.0
CHEMBL267096,COc1ccc(C2(O)OC(=O)C(c3cc(OC)ccc3OC)=C2Cc2ccccc2)cc1,240.0
CHEMBL10926,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(Cl)c(Cl)c2)cc1,150.0
CHEMBL176538,CCCc1cc2c(cc1OCc1ccsc1S(=O)(=O)Nc1onc(C)c1Br)OCO2,134.0
CHEMBL424371,Cc1cc(C)c(OCc2ccsc2S(=O)(=O)Nc2onc(C)c2Br)c(C)c1,54.0
CHEMBL172666,CCCc1cc2c(cc1OCc1sccc1S(=O)(=O)Nc1onc(C)c1Br)OCO2,104.0
CHEMBL274359,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)cc(OC)c2)cc1,1.7
CHEMBL10860,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2nccc3ccccc23)cc1,10.0
CHEMBL10843,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,10.0
CHEMBL10661,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(S(C)(=O)=O)cc2)cc1,4.0
CHEMBL10901,COc1ccc(C2(O)OC(=O)C(c3ccc(OC)c(OC)c3)=C2Cc2ccccc2)cc1,70.0
CHEMBL276173,COc1ccc(C2(OC)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,300.0
CHEMBL10801,COc1ccc(C(=O)/C(Cc2ccccc2)=C(\C(=O)[O-])c2ccc3c(c2)OCO3)cc1.C[N+](C)(C)CCO,49.0
CHEMBL355800,Cc1noc(NS(=O)(=O)c2ccsc2COc2ccc3c(c2)OCO3)c1Br,299.0
CHEMBL292802,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Oc2ccc3c(c2)OCO3)c1Br,8.9
CHEMBL10911,CSc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,170.0
CHEMBL10948,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(N(C)C)cc2)cc1,28.0
CHEMBL273723,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)ccc2OC)cc1,2.1
CHEMBL275701,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)c(OC)cc2OC)cc1,1.8
CHEMBL10854,COc1ccc(C2(O)OC(=O)C(c3cc(OC)c4c(c3)OCO4)=C2Cc2cc(OC)c(OC)c(OC)c2)cc1C,0.9
CHEMBL10847,COc1ccc(C(=O)/C(Cc2ccc(OC)c(OC)c2OC)=C(\C(=O)[O-])c2cc(OC)c3c(c2)OCO3)cc1C.[Na+],0.78
CHEMBL10644,COc1ccc(C2OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)c(OC)c(OC)c2)cc1,30.0
CHEMBL352657,Cc1noc(NS(=O)(=O)c2ccsc2COc2cc3c(cc2Cl)OCO3)c1Br,129.0
CHEMBL11064,CC(C)Oc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,1150.0
CHEMBL10846,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1OC,11.0
CHEMBL274175,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(OC)c(OC)c2OC)cc1,12.0
CHEMBL10808,COc1ccc(C2(O)OC(=O)C(c3ccc(OC)cc3OC)=C2Cc2ccccc2)cc1,300.0
CHEMBL367776,Cc1ccc(OCc2sccc2S(=O)(=O)Nc2onc(C)c2Br)c(C)c1,308.0
CHEMBL274805,CCc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,630.0
CHEMBL417428,COC(=O)c1ccc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)cc1,11.0
CHEMBL273660,COc1ccc(C(=O)/C(Cc2ccccc2)=C(\C(=O)[O-])c2cc(OC)c3c(c2)OCO3)cc1.[Na+],10.0
CHEMBL274857,COc1cccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)c1,500.0
CHEMBL10940,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc([N+](=O)[O-])cc2)cc1,800.0
CHEMBL10862,COc1ccc(C(=O)/C(Cc2ccc(OC)c(OC)c2OC)=C(\C(=O)[O-])c2cc(OC)c3c(c2)OCO3)cc1.[Na+],0.34
CHEMBL276252,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc(OC)c2OC)cc1,11.0
CHEMBL268754,COc1ccc(C2(O)OC(=O)C(c3cc(OC)cc(OC)c3)=C2Cc2ccccc2)cc1,46.0
CHEMBL273642,Cc1ccccc1C(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OCCOC(C)C)cc1)c1ccccc1C.O=C(O)C(F)(F)F,51703.0
CHEMBL330895,CCC(CC)C(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1)c1ccccc1.O=C(O)C(F)(F)F,2.5
CHEMBL123316,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)C(C)(C)C)cc1.O=C(O)C(F)(F)F,8.8
CHEMBL123206,CCc1ccccc1C(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OCCOC(C)C)cc1)c1ccccc1C.O=C(O)C(F)(F)F,14270.0
CHEMBL123654,COCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2C)c2ccccc2C)cc1.O=C(O)C(F)(F)F,27014.0
CHEMBL332808,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NCC(c2ccccc2)c2ccccc2)cc1.O=C(O)C(F)(F)F,199.0
CHEMBL434986,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.O=C(O)C(F)(F)F,432.0
CHEMBL333034,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(CC(C)C)c2ccccc2)cc1.O=C(O)C(F)(F)F,13.6
CHEMBL332289,CC(C)OCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)C(C)(C)C)cc1.O=C(O)C(F)(F)F,322.0
CHEMBL121761,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(C)c2ccccc2)cc1.O=C(O)C(F)(F)F,5.5
CHEMBL122673,CCc1ccccc1C(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1)c1ccccc1CC.O=C(O)C(F)(F)F,100.0
CHEMBL122614,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(Cc2ccccc2)c2ccccc2)cc1.O=C(O)C(F)(F)F,3.9
CHEMBL331548,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)c2cc(C)ccc2C)cc1.O=C(O)C(F)(F)F,122.0
CHEMBL123146,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(C)c2ccccc2C)cc1.O=C(O)C(F)(F)F,16.0
CHEMBL332144,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC2c3ccccc3-c3ccccc32)cc1.O=C(O)C(F)(F)F,1228.0
CHEMBL332424,CCc1ccccc1C(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1)c1ccccc1C.O=C(O)C(F)(F)F,749.0
CHEMBL121647,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)C(C)C)cc1.O=C(O)C(F)(F)F,0.7
CHEMBL123994,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)c2ccccc2)cc1.O=C(O)C(F)(F)F,45.9
CHEMBL123408,COCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)C(C)(C)C)cc1.O=C(O)C(F)(F)F,488.0
CHEMBL432227,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2)c2ccccc2C)cc1.O=C(O)C(F)(F)F,63.5
CHEMBL331936,CCCC(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1)c1ccccc1.O=C(O)C(F)(F)F,3.7
CHEMBL122933,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(CC(C)(C)C)c2ccccc2)cc1.O=C(O)C(F)(F)F,131.0
CHEMBL123107,CCC(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1)c1ccccc1.O=C(O)C(F)(F)F,1.0
CHEMBL332109,COc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)NC(c2ccccc2C)c2ccccc2C)cc1.O=C(O)C(F)(F)F,161.0
CHEMBL334076,CCCCC(NC(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1)c1ccccc1.O=C(O)C(F)(F)F,1.6
CHEMBL273410,COc1ccc(-c2c(C(=O)O)n(-c3ccc4c(c3)OCO4)c3ccc(OCc4ccccc4)cc23)cc1,2400.0
CHEMBL10523,COc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2Cc1ccc2c(c1)OCO2,350.0
CHEMBL10388,COc1cccc(-c2c(C(=O)O)n(-c3ccc4c(c3)OCO4)c3ccc(OC)cc23)c1,5500.0
CHEMBL10302,CCCOc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2-c1ccc2c(c1)OCO2,43.0
CHEMBL10211,O=C(O)c1c(-c2ccc3c(c2)OCO3)c2ccccc2n1-c1ccc2c(c1)OCO2,4100.0
CHEMBL10699,COc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2-c1ccc2c(c1)OCO2,260.0
